Category,Note,Player,Start.gg Hex ID,Start.gg Num ID,Points
2.2 - Canada Region Seat,Quebec #3,Pacha,25f5af4b,1063896,50
2.2 - Canada Region Seat,Quebec #4,Dayyy,58efc6c4,1895232,50
2.2 - Canada Region Seat,Quebec #5,Soar,bb02c36c,37058,50
2.2.1 - Canada,Alberta #1,Exodia,b7fda7a2,39597,50
2.2.1 - Canada,Alberta #2,rm8,293c9ffb,1006473,40
2.2.1 - Canada,Alberta #3,Deck,6d224719,428290,30
2.2.1 - Canada,Alberta #4,Smear,c7240bdb,265869,20
2.2.1 - Canada,Alberta #5,Toasted,ccfba94f,1784382,10
2.2.1 - Canada,Manitoba #1,Melon,c25a6640,2512815,50
2.2.1 - Canada,Manitoba #2,Jams,4d709f39,44766,40
2.2.1 - Canada,Manitoba #3,SquidNinja,3b845549,1409179,30
2.2.1 - Canada,Manitoba #4,Kodra,62f90904,991378,20
2.2.1 - Canada,Manitoba #5,Deviljhoey,9cad6493,1109253,10
2.2.1 - Canada,New Brunswick #1,Light ,9f45bd0f,782852,50
2.2.1 - Canada,New Brunswick #2,soh,41cc9c9d,138741,40
2.2.1 - Canada,New Brunswick #3,Shuck3y,0de59ce2,68824,30
2.2.1 - Canada,New Brunswick #4,Joe,29510822,1173422,20
2.2.1 - Canada,New Brunswick #5,C-Salt,f9de4363,156308,10
2.2.1 - Canada,Newfoundland #1,Banjo,cba7012f,1858212,50
2.2.1 - Canada,Newfoundland #2,$$D$rex$$,1a2b223d,323886,40
2.2.1 - Canada,Newfoundland #3,Fuzzydyne,7e0d9edc,184817,30
2.2.1 - Canada,Newfoundland #4,Brando,6150c1d5,65888,20
2.2.1 - Canada,Newfoundland #5,Slick,d1b26795,184993,10
2.2.1 - Canada,Nova Scotia #1,Vapor,af41a48e,50180,50
2.2.1 - Canada,Nova Scotia #2,Raziek,51580772,21187,40
2.2.1 - Canada,Nova Scotia #3,Croi,960a1502,55964,30
2.2.1 - Canada,Nova Scotia #4,TehBlueOne,3d2e9490,136659,20
2.2.1 - Canada,Nova Scotia #5,Mr.Rezee,7c15f194,1159836,10
2.2.1 - Canada,Prince Edward Island #1,Ssunflower,8ded7731,1168981,50
2.2.1 - Canada,Prince Edward Island #2,Emann,fc671d9a,468209,40
2.2.1 - Canada,Prince Edward Island #3,Twi,f72d5ddc,1831068,30
2.2.1 - Canada,Prince Edward Island #4,K. Kool,8eea784d,1828796,20
2.2.1 - Canada,Prince Edward Island #5,MindReader,51b482ec,62772,10
2.2.1 - Canada,Saskatchewan #1,NadiA,6da27446,551517,50
2.2.1 - Canada,Saskatchewan #2,@pinkbombo91,a7b41c46,26435,40
2.2.1 - Canada,Saskatchewan #3,2Scary,f77dc641,532708,30
2.2.1 - Canada,Saskatchewan #4,Corvo,c1475e27,703064,20
2.2.1 - Canada,Saskatchewan #5,veto,bdd9aaba,950196,10
3.1 - Caribbean Region Seat,Dominican Republic #1,Capitancito,c32a7b3b,71105,50
3.1 - Caribbean Region Seat,Dominican Republic #2,Chazz,efd52d5b,330169,50
3.1 - Caribbean Region Seat,Dominican Republic #3,0mart,bf581031,41649,50
3.1 - Caribbean Region Seat,Dominican Republic #4,SHARPYZAR,60a0ec22,183077,50
3.1 - Caribbean Region Seat,Dominican Republic #5,Shaka,3d519601,261032,50
3.1 - Caribbean Region Seat,Puerto Rico #1,EKING,7b1e5414,39038,50
3.1 - Caribbean Region Seat,Puerto Rico #2,Chokeyuken,4ecebd33,757697,50
3.1 - Caribbean Region Seat,Puerto Rico #3,Tuitt,aa446159,617839,50
3.1 - Caribbean Region Seat,Puerto Rico #4,Headshot,3d73a05a,53537,50
3.1 - Caribbean Region Seat,Puerto Rico #5,ReN,0d694d0c,410335,50
3.1.1 - Caribbean,Bahamas #1,conbeef,c7a66c87,373746,50
3.1.1 - Caribbean,Bahamas #2,Lynard Killer,225e741c,1355829,40
3.1.1 - Caribbean,Bahamas #3,NOGGOD,b0b8efd3,2837619,30
3.1.1 - Caribbean,Bahamas #4,Hidden,1d7b4c52,229182,20
3.1.1 - Caribbean,Bahamas #5,FRauDFiSH,690af32d,231519,10
3.1.1 - Caribbean,Barbados #1,Anasi,,,50
3.1.1 - Caribbean,Barbados #2,Sagetech,,,40
3.1.1 - Caribbean,Barbados #3,Narco,,,30
3.1.1 - Caribbean,Barbados #4,Pain!,,,20
3.1.1 - Caribbean,Barbados #5,Criswindstorm,,,10
3.1.1 - Caribbean,Jamaica #1,Cyan,c76189c1,130669,50
3.1.1 - Caribbean,Jamaica #2,NoU,,,40
3.1.1 - Caribbean,Jamaica #3,Okair,6ef57e11,469943,30
3.1.1 - Caribbean,Jamaica #4,Mess,fe31d845,1438033,20
3.1.1 - Caribbean,Jamaica #5,Ziffy,,,10
3.1.1 - Caribbean,Trinidad and Tobago #1,ASYM,,,50
3.1.1 - Caribbean,Trinidad and Tobago #2,3C,,,40
3.1.1 - Caribbean,Trinidad and Tobago #3,Wabz,093d29cc,214476,30
3.1.1 - Caribbean,Trinidad and Tobago #4,BigFatTurtle,a68da5d4,214478,20
3.1.1 - Caribbean,Trinidad and Tobago #5,SSJ3,,,10
3.2 - Central America,Costa Rica #1,Yei,c1358c01,1026031,50
3.2 - Central America,Costa Rica #2,Morsalsa,f4b723d1,1144423,50
3.2 - Central America,Costa Rica #3,MtKat,5001f2b5,1692989,50
3.2 - Central America,Costa Rica #4,JM,2c5d3a58,325913,50
3.2 - Central America,Costa Rica #5,Triple,82c5d058,129186,50
3.2 - Central America,El Salvador #1,Luisfer,de6082ea,53162,50
3.2 - Central America,El Salvador #2,Wolfen,52449e0a,46455,50
3.2 - Central America,El Salvador #3,Vanitas,bf439a87,71071,50
3.2 - Central America,El Salvador #4,Kira,684f10a9,63704,50
3.2 - Central America,El Salvador #5,Shadow,9a47ec6e,71053,50
3.2.1 - Central America Region Seat,Guatemala #1,ShinyMark,1cbc6e18,184005,50
3.2.1 - Central America Region Seat,Guatemala #2,Shaveh,be7a44fe,958465,40
3.2.1 - Central America Region Seat,Guatemala #3,Haunter,cbc975e9,1321023,30
3.2.1 - Central America Region Seat,Guatemala #4,Crisam,358b1053,276159,20
3.2.1 - Central America Region Seat,Guatemala #5,Burnlight,e06c9e10,776500,10
3.2.1 - Central America Region Seat,Honduras #1,BigFred,a342978b,1516218,50
3.2.1 - Central America Region Seat,Honduras #2,ROBOT3050,05f01141,1284808,40
3.2.1 - Central America Region Seat,Honduras #3,Echofire,f4b99aaf,1140268,30
3.2.1 - Central America Region Seat,Honduras #4,Yuka!,757a0468,836528,20
3.2.1 - Central America Region Seat,Honduras #5,Ed^,97e3e314,852352,10
3.2.1 - Central America Region Seat,Nicaragua #1,Rayo,2451a825,1007509,50
3.2.1 - Central America Region Seat,Nicaragua #2,BHIO,6981461f,1036259,40
3.2.1 - Central America Region Seat,Nicaragua #3,Lucm3,32c50c4c,1499670,30
3.2.1 - Central America Region Seat,Nicaragua #4,Eleya,9132d81e,1499647,20
3.2.1 - Central America Region Seat,Nicaragua #5,Azabeth,48291e56,483812,10
3.2.1 - Central America Region Seat,Panama #1,AnDy,7206b26d,337057,50
3.2.1 - Central America Region Seat,Panama #2,Jaime,7c229178,1235172,40
3.2.1 - Central America Region Seat,Panama #3,Noway,e6425c22,910208,30
3.2.1 - Central America Region Seat,Panama #4,Ferstu,18fa72b0,1769509,20
3.2.1 - Central America Region Seat,Panama #5,GaBo,df022efd,338503,10
4.1 - Southern Cone Region Seat,Chile #1,Wise,f2de617a,1029315,50
4.1 - Southern Cone Region Seat,Chile #2,Peppa,d08cd6bd,1330165,50
4.1 - Southern Cone Region Seat,Chile #3,Harlonga,434bcab8,565688,50
4.1 - Southern Cone Region Seat,Chile #4,Braixen,d5e0a4a1,293126,50
4.1 - Southern Cone Region Seat,Chile #5,Mantolio,2892e3ce,2016113,50
4.1.1 - Southern Cone,Argentina #1,ZanT,d0623bcc,254724,50
4.1.1 - Southern Cone,Argentina #2,Paco,94a2725f,380569,40
4.1.1 - Southern Cone,Argentina #3,Jigle,395be553,1902596,30
4.1.1 - Southern Cone,Argentina #4,Lucastrupa,9ac30037,1929280,20
4.1.1 - Southern Cone,Argentina #5,Escurridizo,81575758,66030,10
4.1.1 - Southern Cone,Paraguay #1,Foo Fighters,f285e19f,1451058,50
4.1.1 - Southern Cone,Paraguay #2,Konkreto,4277a4f7,1012772,40
4.1.1 - Southern Cone,Paraguay #3,PapaCharly,398c281d,398855,30
4.1.1 - Southern Cone,Paraguay #4,FABS,9e2dec76,1627313,20
4.1.1 - Southern Cone,Paraguay #5,Spike,75931c63,1452211,10
4.1.1 - Southern Cone,Uruguay #1,Mitsu,b76f4609,557903,50
4.1.1 - Southern Cone,Uruguay #2,RIGONARDO,fa12ebf5,1244573,40
4.1.1 - Southern Cone,Uruguay #3,Batipeta,3c0c25b5,1244662,30
4.1.1 - Southern Cone,Uruguay #4,Marroll,051a54ec,795083,20
4.1.1 - Southern Cone,Uruguay #5,Trim,dc8c52b0,599412,10
4.2 - Bolivian North Region Seat,Ecuador #1,Anality,095bdf20,526645,50
4.2 - Bolivian North Region Seat,Ecuador #2,Br1 AV,b4b92864,513842,50
4.2 - Bolivian North Region Seat,Ecuador #3,shanes,b6a3b494,1843515,50
4.2 - Bolivian North Region Seat,Ecuador #4,MALDO,71f14f9e,379716,50
4.2 - Bolivian North Region Seat,Ecuador #5,Legaia,bcc42c7d,373313,50
4.2 - Bolivian North Region Seat,Venezuela #1,morrocoYo,db6b8c4b,538881,50
4.2 - Bolivian North Region Seat,Venezuela #2,GARU,69797894,217392,50
4.2 - Bolivian North Region Seat,Venezuela #3,Pancakes,49174c18,30355,50
4.2 - Bolivian North Region Seat,Venezuela #4,Starlad,6a55651a,1409248,50
4.2 - Bolivian North Region Seat,Venezuela #5,SwL,bc972c50,524647,50
4.2.1 - Bolivian North,Bolivia #1,Perezoso,50da9762,1895154,50
4.2.1 - Bolivian North,Bolivia #2,zurich316,7631ebea,2076018,40
4.2.1 - Bolivian North,Bolivia #3,Sage Mode,c4e02532,710674,30
4.2.1 - Bolivian North,Bolivia #4,Allan,304fcbd9,1904586,20
4.2.1 - Bolivian North,Bolivia #5,Tales,b7e7b407,1877348,10
4.2.1 - Bolivian North,Colombia #1,Ghoul979,7cb93982,1183380,50
4.2.1 - Bolivian North,Colombia #2,jjcat00,a378e5a5,408055,40
4.2.1 - Bolivian North,Colombia #3,reridse,2039d5e8,973738,30
4.2.1 - Bolivian North,Colombia #4,BetaMan,becd6b04,817475,20
4.2.1 - Bolivian North,Colombia #5,SMX199,1ac00ea7,2232351,10
4.2.1 - Bolivian North,Peru #1,Poyo,39dabfd8,402143,50
4.2.1 - Bolivian North,Peru #2,STARLEE,51f25e50,158093,40
4.2.1 - Bolivian North,Peru #3,Bocchi,33a2c005,2566204,30
4.2.1 - Bolivian North,Peru #4,Thourning Red,d9f96a09,525345,20
4.2.1 - Bolivian North,Peru #5,MeetLeo,a634a8de,434011,10
4.3 - Brazil,Brazil 1 #1,Player 7,4c05ae18,38393,50
4.3 - Brazil,Brazil 1 #2,Noel,be93b047,2032135,50
4.3 - Brazil,Brazil 1 #3,Dh Hunter,2273b8aa,1658759,50
4.3 - Brazil,Brazil 1 #4,SKPeter,ef2802ec,175453,50
4.3 - Brazil,Brazil 1 #5,Smat,cb047813,1542713,50
4.3 - Brazil,Brazil 2 #1,Tsuru GotM,bbac1f45,1741316,50
4.3 - Brazil,Brazil 2 #2,Offline,cfeaeec3,2345480,50
4.3 - Brazil,Brazil 2 #3,Bubbles,b5358dd2,1351082,50
4.3 - Brazil,Brazil 2 #4,LeoRyu18,1403ef6a,1991676,50
4.3 - Brazil,Brazil 2 #5,OmegaVitor,8af81b72,1141468,50
5 - Oceania,ACT #1,Kinaji,14df8bc9,1309647,50
5 - Oceania,ACT #2,PaulBaulo,c3cc7e6c,228918,40
5 - Oceania,ACT #3,Legacy,9f0e55aa,2021639,30
5 - Oceania,ACT #4,KyeChimera,8bc3d774,2083183,20
5 - Oceania,ACT #5,Jay,9744d885,1219264,10
5 - Oceania,New South Wales #1,Luco,6930ccbe,136817,50
5 - Oceania,New South Wales #2,Shmu,805e37ad,400954,40
5 - Oceania,New South Wales #3,Dmo,5e92138b,1011123,30
5 - Oceania,New South Wales #4,~Phoebe~,bf7df5be,529192,20
5 - Oceania,New South Wales #5,chipotle,4c501202,635355,10
5 - Oceania,New Zealand #1,IcyK,195e7c0f,1120254,50
5 - Oceania,New Zealand #2,AlastairBL,cb8678b4,617549,40
5 - Oceania,New Zealand #3,Big Red,0db00c1c,227891,30
5 - Oceania,New Zealand #4,Glaceon,2a7dc8d9,1892618,20
5 - Oceania,New Zealand #5,mojobones,0400459a,1066307,10
5 - Oceania,Queensland #1,Jix,5207e9af,1347288,50
5 - Oceania,Queensland #2,Bro1,eb6151e4,1836860,40
5 - Oceania,Queensland #3,Negima,b5a22db2,1791771,30
5 - Oceania,Queensland #4,Joz.,84b9997d,535937,20
5 - Oceania,Queensland #5,If You lose to me U Suck,8543c6f8,1835722,10
5 - Oceania,South Australia #1,BrickEnthusiast,29b631ce,41133,50
5 - Oceania,South Australia #2,Taicho,4806df71,64016,40
5 - Oceania,South Australia #3,Q,ac11eb64,944338,30
5 - Oceania,South Australia #4,Con_Gaming,c29fb93f,53605,20
5 - Oceania,South Australia #5,Heaven,70460e5a,1838758,10
5 - Oceania,Tasmania #1,Ja-Nox,b982d2cd,788679,50
5 - Oceania,Tasmania #2,jinjo,f4796139,1106396,40
5 - Oceania,Tasmania #3,Jai2go,bc5255d3,492081,30
5 - Oceania,Tasmania #4,Gerald,c6d3b1bd,1036518,20
5 - Oceania,Tasmania #5,Shop,,,10
5 - Oceania,West Australia #1,Luma,b405853f,255788,50
5 - Oceania,West Australia #2,Poppt1,8e48f7be,13357,40
5 - Oceania,West Australia #3,Turn Up,5cb5b044,174692,30
5 - Oceania,West Australia #4,Ttam,44e7b7e8,523823,20
5 - Oceania,West Australia #5,Jarr,998e5a5f,13866,10
5 - Oceania Region Seat,Victoria #1,Jdizzle,bd2ad28b,61140,50
5 - Oceania Region Seat,Victoria #2,Sriks,ca522668,46307,50
5 - Oceania Region Seat,Victoria #3,RaZe,4f2ac1ec,657966,50
5 - Oceania Region Seat,Victoria #4,extra!?,dfe1c2b7,63442,50
5 - Oceania Region Seat,Victoria #5,DD,fee121a7,176067,50
6 - Middle East Region Seat,Saudi Arabia #1,Tooky,50863a0d,328340,50
6 - Middle East Region Seat,Saudi Arabia #2,Vi,9fd2ea1d,1435556,50
6 - Middle East Region Seat,Saudi Arabia #3,ZoZeF,a058b938,778790,50
6 - Middle East Region Seat,Saudi Arabia #4,Gogeta,0c6de37d,386192,50
6 - Middle East Region Seat,Saudi Arabia #5,ABR,579e2931,395473,50
6.1 - Middle East,Bahrain #1,SteelRhydon,aa5f6d2f,374889,50
6.1 - Middle East,Bahrain #2,Bushaheen,a3eb46cb,383257,40
6.1 - Middle East,Bahrain #3,D3,85c85629,1715950,30
6.1 - Middle East,Bahrain #4,DERBAS,fd148449,1691939,20
6.1 - Middle East,Bahrain #5,,,,10
6.1 - Middle East,Kuwait #1,Divine,2f1990e2,2189243,50
6.1 - Middle East,Kuwait #2,Fairess,91a88820,322428,40
6.1 - Middle East,Kuwait #3,soudsamus,a177bfc6,211894,30
6.1 - Middle East,Kuwait #4,Yousef2AT,d8428e4b,1006666,20
6.1 - Middle East,Kuwait #5,StarMod,e54df9f8,2600875,10
6.1 - Middle East,Lebanon #1,Hohsis,dfeb1b4f,1315033,50
6.1 - Middle East,Lebanon #2,Bookius,,,40
6.1 - Middle East,Lebanon #3,Aychde,,,30
6.1 - Middle East,Lebanon #4,B4sedlord,,,20
6.1 - Middle East,Lebanon #5,Elio,,,10
6.1 - Middle East,Qatar #1,$BK,115f381c,373813,50
6.1 - Middle East,Qatar #2,Xaiop,b4aea62f,1336794,40
6.1 - Middle East,Qatar #3,Magician,6a77e5a2,1928594,30
6.1 - Middle East,Qatar #4,iHasoon,87b495db,1740098,20
6.1 - Middle East,Qatar #5,Dawn,b505396a,388704,10
6.1 - Middle East,UAE #1,Shiba,f0adfdf2,336754,50
6.1 - Middle East,UAE #2,3li_SSB,7384ef12,2020408,40
6.1 - Middle East,UAE #3,KJ,b7b536ea,1551917,30
6.1 - Middle East,UAE #4,Seco,415fbe5b,1804189,20
6.1 - Middle East,UAE #5,Nabtah,50be4fb1,1129192,10
7 - Japan Region Seat,Chubu #1,Sigma,c85ce835,569216,50
7 - Japan Region Seat,Chubu #2,DIO,9ecf6867,1335040,50
7 - Japan Region Seat,Chubu #3,トウラ,7098c985,1218808,50
7 - Japan Region Seat,Chubu #4,ましゃ,9e36af3c,564883,50
7 - Japan Region Seat,Chubu #5,Lv.1,98c978f4,1334871,50
7 - Japan Region Seat,Chugoku #1,Asimo,ffa84c87,1569435,50
7 - Japan Region Seat,Chugoku #2,こじかよしお,dd02b428,2249330,50
7 - Japan Region Seat,Chugoku #3,マネーライト,7dd9cb7a,2697103,50
7 - Japan Region Seat,Chugoku #4,かしや,8fa155bc,1631468,50
7 - Japan Region Seat,Chugoku #5,オムアツ,3e9d9aa9,2209034,50
7 - Japan Region Seat,Kyushu #1,シッショー,15b57876,1631464,50
7 - Japan Region Seat,Kyushu #2,ギンタマ,b81431d3,2893108,50
7 - Japan Region Seat,Kyushu #3,ちょんれん,2bdeebd9,2570641,50
7 - Japan Region Seat,Kyushu #4,べじ,7c242919,1408362,50
7 - Japan Region Seat,Kyushu #5,ひで,66f14d3c,2819958,50
7.1 - Japan,Hokkaido #1,Nao,5f19eb43,498179,50
7.1 - Japan,Hokkaido #2,Tsu,63a31da1,253970,40
7.1 - Japan,Hokkaido #3,shion,a7816fdf,1694420,30
7.1 - Japan,Hokkaido #4,おがとう,c7d91360,2560260,20
7.1 - Japan,Hokkaido #5,ウスケザ,32a60f9e,1857479,10
7.1 - Japan,Hokuriku #1,りど,dd009682,2249416,50
7.1 - Japan,Hokuriku #2,ショーリミ,fcde5db8,2486629,40
7.1 - Japan,Hokuriku #3,イナ_フェノン,49d02f2a,2715810,30
7.1 - Japan,Hokuriku #4,とうふ,f678e33a,1467329,20
7.1 - Japan,Hokuriku #5,クルトワ,ed19a8e6,612495,10
7.1 - Japan,Okinawa #1,J-Snake,cda07f56,628560,50
7.1 - Japan,Okinawa #2,Yone,d630c88e,1044478,40
7.1 - Japan,Okinawa #3,つばき,b0517ce6,1313588,30
7.1 - Japan,Okinawa #4,Ayapero,a3d2420b,637361,20
7.1 - Japan,Okinawa #5,なにがし,3bf9bfbf,1313981,10
7.1 - Japan,Shikoku #1,Asimo,ffa84c87,1569435,50
7.1 - Japan,Shikoku #2,ヤウラ,5e9efb3c,2331494,40
7.1 - Japan,Shikoku #3,スガなんです,ea279d0b,2869912,30
7.1 - Japan,Shikoku #4,もっつぁん,56bd768d,1530462,20
7.1 - Japan,Shikoku #5,のっとん,db161a28,1630427,10
7.1 - Japan,Tohoku #1,りてしあ,284b08b4,2544532,50
7.1 - Japan,Tohoku #2,アイゴスキー,42bc1809,1340015,40
7.1 - Japan,Tohoku #3,haruka.,4edc693c,1489301,30
7.1 - Japan,Tohoku #4,わにぱち,7927c50d,2578032,20
7.1 - Japan,Tohoku #5,おおもり,e3284849,1193418,10
8.1 - East Asia Region Seat,South Korea #1,LynZle,6f0e198f,541413,50
8.1 - East Asia Region Seat,South Korea #2,Ashen,c3b717f8,1730494,50
8.1 - East Asia Region Seat,South Korea #3,Tanark,6b3c8c41,427715,50
8.1 - East Asia Region Seat,South Korea #4,beanmoney,7c8fd4cd,1392754,50
8.1 - East Asia Region Seat,South Korea #5,ADverb,491e6c0f,914048,50
8.1.1 - East Asia,Beijing #1,Herr Oberst Nu,909c081d,323112,50
8.1.1 - East Asia,Beijing #2,Bapps,67161fc6,1013202,40
8.1.1 - East Asia,Beijing #3,MA,3f14d981,325395,30
8.1.1 - East Asia,Beijing #4,维京VikingFire,d8f1b00d,1812907,20
8.1.1 - East Asia,Beijing #5,Huezo,e81fc5f4,1765177,10
8.1.1 - East Asia,Guangzhou #1,yooo冰,5067d27a,1329903,50
8.1.1 - East Asia,Guangzhou #2,小明,45967ddf,1534319,40
8.1.1 - East Asia,Guangzhou #3,111,1e3482fe,1812436,30
8.1.1 - East Asia,Guangzhou #4,Nero,cc7339a3,1806993,20
8.1.1 - East Asia,Guangzhou #5,bushihunzi,3fc05ec9,1399496,10
8.1.1 - East Asia,Hong Kong #1,maidan,fcaa95b7,985580,50
8.1.1 - East Asia,Hong Kong #2,VenJimX,fdd74349,1295066,40
8.1.1 - East Asia,Hong Kong #3,Confolio,6af10927,1084365,30
8.1.1 - East Asia,Hong Kong #4,Edmond,a4bf36a5,1219531,20
8.1.1 - East Asia,Hong Kong #5,xSolozx,a8dac97a,732929,10
8.1.1 - East Asia,Shanghai #1,JB,bbb2503c,1938795,50
8.1.1 - East Asia,Shanghai #2,Doomblaze,3ead6066,324495,40
8.1.1 - East Asia,Shanghai #3,利根川,9aad3b05,2011531,30
8.1.1 - East Asia,Shanghai #4,Colga roon,596b1090,1946073,20
8.1.1 - East Asia,Shanghai #5,xavier,0a644910,2027645,10
8.1.1 - East Asia,Shenzhen #1,BriAutumn,85bd6c3d,1732193,50
8.1.1 - East Asia,Shenzhen #2,Skye,bf699e6f,1836990,40
8.1.1 - East Asia,Shenzhen #3,香蕉哥,fe2a30e0,16044,30
8.1.1 - East Asia,Shenzhen #4,Sausage,,,20
8.1.1 - East Asia,Shenzhen #5,Megamac,92d283a5,1831363,10
8.1.1 - East Asia,Taiwan #1,fatejj,10034889,2013468,50
8.1.1 - East Asia,Taiwan #2,Paroka,ff657316,2235629,40
8.1.1 - East Asia,Taiwan #3,Domino,,,30
8.1.1 - East Asia,Taiwan #4,Quote,ee7d2b38,1598317,20
8.1.1 - East Asia,Taiwan #5,John,0826d431,2251220,10
8.2 - Southeast Asia Region Seat,Philippines #1,Yoshi_95,b736a3b3,1027520,50
8.2 - Southeast Asia Region Seat,Philippines #2,67,90064bcb,1168173,50
8.2 - Southeast Asia Region Seat,Philippines #3,Alab,08a8c25f,1323738,50
8.2 - Southeast Asia Region Seat,Philippines #4,PSI Force,329a1799,23444,50
8.2 - Southeast Asia Region Seat,Philippines #5,BAvillain,f8420c11,2007601,50
8.2.1 - Southeast Asia,Indonesia #1,raelu,cf738366,1650563,50
8.2.1 - Southeast Asia,Indonesia #2,Jess,eb3a3cbd,1859030,40
8.2.1 - Southeast Asia,Indonesia #3,TapuMelee,ccbe8983,1624703,30
8.2.1 - Southeast Asia,Indonesia #4,VON,892ddfd3,1645955,20
8.2.1 - Southeast Asia,Indonesia #5,Sir Samo,817b989d,1659951,10
8.2.1 - Southeast Asia,Malaysia #1,Cam ping,994f5a90,1322859,50
8.2.1 - Southeast Asia,Malaysia #2,moom,ddef45b0,32162,40
8.2.1 - Southeast Asia,Malaysia #3,Sikey,,,30
8.2.1 - Southeast Asia,Malaysia #4,Marcane,,,20
8.2.1 - Southeast Asia,Malaysia #5,Icebear,,,10
8.2.1 - Southeast Asia,Singapore #1,rebs,c7768b33,1470337,50
8.2.1 - Southeast Asia,Singapore #2,Oyasumi,61322888,1540350,40
8.2.1 - Southeast Asia,Singapore #3,yesn't,92569cc8,2245851,30
8.2.1 - Southeast Asia,Singapore #4,Blazed,d8f60fa8,1771993,20
8.2.1 - Southeast Asia,Singapore #5,1004,cced102c,2250020,10
8.2.1 - Southeast Asia,Thailand #1,サムスアラン,1c76f6d0,1170326,50
8.2.1 - Southeast Asia,Thailand #2,Lookkrung,6afa2822,1038045,40
8.2.1 - Southeast Asia,Thailand #3,J3ly,0b483728,453719,30
8.2.1 - Southeast Asia,Thailand #4,ChetKie,ace89145,1561743,20
8.2.1 - Southeast Asia,Thailand #5,renard,40ebb901,2820200,10
8.2.1 - Southeast Asia,Vietnam #1,Go_,,,50
8.2.1 - Southeast Asia,Vietnam #2,Aku,,,40
8.2.1 - Southeast Asia,Vietnam #3,KirbyPoyo,,,30
8.2.1 - Southeast Asia,Vietnam #4,Andru,,,20
8.2.1 - Southeast Asia,Vietnam #5,SlawpiPawpi,11bffaeb,1414935,10
9 - Other,India #1,Jolt,bdf7af10,1989029,50
9 - Other,India #2,CheesetheGamer,8493a4cf,1980716,40
9 - Other,India #3,DDIS,cb438d0c,2778934,30
9 - Other,India #4,FLOR,fa65d943,1788063,20
9 - Other,India #5,aj__siv,b185accd,1821059,10
9 - Other,Morocco #1,Raarchyor,52b2a832,1179613,50
9 - Other,Morocco #2,NStheSN,15f7df94,925981,40
9 - Other,Morocco #3,Slvr,a4aae52e,2098846,30
9 - Other,Morocco #4,hydrofx,48f73d91,2227822,20
9 - Other,Morocco #5,M4d_Ara,85a560f1,1072087,10
